booking_id,customer_id,flight_id,booking_date,travel_class,seat_number,ticket_price,booking_status,airline_id,departure_airport_id,arrival_airport_id,departure_date,duration_minutes,flight_status,airline_name,country,fleet_size,departure_code,departure_airport_name,departure_city,departure_country,arrival_code,arrival_airport_name,arrival_city,arrival_country,route
2152,130,483,2026-06-28,Premium Economy,24B,816.93,Confirmed,18,16,5,2026-10-06,562,Scheduled,United Airlines,USA,434,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DOH,Hamad International Airport,Doha,Qatar,BKK → DOH
2153,331,357,2025-11-13,Economy,40C,102.21,Completed,5,9,11,2026-02-02,694,Scheduled,Lufthansa,Germany,145,FRA,Frankfurt Airport,Frankfurt,Germany,JFK,John F. Kennedy International Airport,New York,USA,FRA → JFK
2154,87,933,2026-01-12,Economy,8F,802.78,Confirmed,8,3,12,2026-04-27,314,Delayed,KLM,Netherlands,170,DXB,Dubai International Airport,Dubai,UAE,LAX,Los Angeles International Airport,Los Angeles,USA,DXB → LAX
2155,183,701,2026-08-29,Business,35B,1994.96,Cancelled,11,5,18,2026-12-14,804,Delayed,Royal Jordanian,Jordan,231,DOH,Hamad International Airport,Doha,Qatar,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,DOH → MAD
2156,120,483,2026-08-04,Business,12A,1151.81,Confirmed,18,16,5,2026-10-06,562,Scheduled,United Airlines,USA,434,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DOH,Hamad International Airport,Doha,Qatar,BKK → DOH
2157,368,606,2025-09-27,Premium Economy,22D,833.76,Cancelled,16,6,7,2026-02-22,377,Completed,American Airlines,USA,65,IST,Istanbul Airport,Istanbul,Turkey,LHR,Heathrow Airport,London,UK,IST → LHR
2158,153,383,2026-03-19,Premium Economy,29B,538.49,Completed,11,2,1,2026-07-03,656,Completed,Royal Jordanian,Jordan,231,HBE,Borg El Arab International Airport,Alexandria,Egypt,CAI,Cairo International Airport,Cairo,Egypt,HBE → CAI
2159,168,117,2025-12-01,Economy,9C,773.0,Cancelled,3,9,3,2026-04-29,369,Delayed,Qatar Airways,Qatar,393,FRA,Frankfurt Airport,Frankfurt,Germany,DXB,Dubai International Airport,Dubai,UAE,FRA → DXB
2160,243,765,2025-09-04,Business,11B,968.97,Confirmed,8,11,3,2026-02-28,418,Cancelled,KLM,Netherlands,170,JFK,John F. Kennedy International Airport,New York,USA,DXB,Dubai International Airport,Dubai,UAE,JFK → DXB
2161,189,269,2026-01-14,First Class,34A,3020.32,Confirmed,19,8,6,2026-03-23,481,Cancelled,Ryanair,Ireland,227,CDG,Charles de Gaulle Airport,Paris,France,IST,Istanbul Airport,Istanbul,Turkey,CDG → IST
2162,411,999,2025-12-10,Economy,39D,960.24,Confirmed,20,7,4,2026-04-29,697,Delayed,Air Canada,Canada,179,LHR,Heathrow Airport,London,UK,AUH,Zayed International Airport,Abu Dhabi,UAE,LHR → AUH
2163,429,270,2026-06-11,Economy,25A,339.31,Confirmed,4,6,16,2026-11-28,200,Completed,Turkish Airlines,Turkey,314,IST,Istanbul Airport,Istanbul,Turkey,BKK,Suvarnabhumi Airport,Bangkok,Thailand,IST → BKK
2164,125,263,2026-03-02,Economy,37D,1009.84,Completed,1,17,3,2026-07-02,610,Delayed,EgyptAir,Egypt,139,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,DXB,Dubai International Airport,Dubai,UAE,SYD → DXB
2165,392,214,2025-10-14,Economy,39E,986.49,Completed,18,20,15,2026-02-17,625,Completed,United Airlines,USA,434,AMM,Queen Alia International Airport,Amman,Jordan,SIN,Singapore Changi Airport,Singapore,Singapore,AMM → SIN
2166,119,261,2026-05-17,Economy,25F,908.3,Cancelled,17,11,2,2026-11-11,268,Delayed,Delta Airlines,USA,216,JFK,John F. Kennedy International Airport,New York,USA,HBE,Borg El Arab International Airport,Alexandria,Egypt,JFK → HBE
2167,37,928,2026-09-04,Business,39D,265.52,Confirmed,11,13,18,2026-10-27,319,Scheduled,Royal Jordanian,Jordan,231,ORD,O'Hare International Airport,Chicago,USA,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,ORD → MAD
2168,409,270,2026-07-11,Economy,29A,429.05,Confirmed,4,6,16,2026-11-28,200,Completed,Turkish Airlines,Turkey,314,IST,Istanbul Airport,Istanbul,Turkey,BKK,Suvarnabhumi Airport,Bangkok,Thailand,IST → BKK
2169,9,916,2026-03-30,Business,38E,2314.76,Confirmed,20,2,18,2026-08-09,151,Completed,Air Canada,Canada,179,HBE,Borg El Arab International Airport,Alexandria,Egypt,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,HBE → MAD
2170,257,322,2025-08-18,First Class,31F,3200.93,Confirmed,12,18,20,2026-01-17,510,Cancelled,Iberia,Spain,388,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,AMM,Queen Alia International Airport,Amman,Jordan,MAD → AMM
2171,225,529,2026-05-25,First Class,30E,2877.83,Confirmed,18,11,19,2026-11-01,436,Cancelled,United Airlines,USA,434,JFK,John F. Kennedy International Airport,New York,USA,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,JFK → RUH
2172,419,414,2026-04-23,Economy,31D,482.42,Confirmed,4,16,18,2026-08-13,177,Delayed,Turkish Airlines,Turkey,314,BKK,Suvarnabhumi Airport,Bangkok,Thailand,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,BKK → MAD
2173,129,646,2026-05-26,First Class,35D,735.21,Confirmed,17,11,12,2026-06-05,168,Completed,Delta Airlines,USA,216,JFK,John F. Kennedy International Airport,New York,USA,LAX,Los Angeles International Airport,Los Angeles,USA,JFK → LAX
2174,446,739,2026-03-27,Economy,7C,995.16,Confirmed,4,3,8,2026-05-15,477,Scheduled,Turkish Airlines,Turkey,314,DXB,Dubai International Airport,Dubai,UAE,CDG,Charles de Gaulle Airport,Paris,France,DXB → CDG
2175,129,689,2025-12-06,Premium Economy,24B,334.78,Confirmed,20,4,12,2026-05-20,704,Cancelled,Air Canada,Canada,179,AUH,Zayed International Airport,Abu Dhabi,UAE,LAX,Los Angeles International Airport,Los Angeles,USA,AUH → LAX
2176,428,368,2026-02-18,Premium Economy,21A,986.11,Confirmed,18,10,4,2026-07-26,222,Scheduled,United Airlines,USA,434,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AUH,Zayed International Airport,Abu Dhabi,UAE,AMS → AUH
2177,457,785,2026-09-25,Premium Economy,34B,974.26,Confirmed,7,19,15,2026-10-12,728,Completed,Air France,France,300,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,SIN,Singapore Changi Airport,Singapore,Singapore,RUH → SIN
2178,103,18,2025-08-18,Economy,27B,672.32,Completed,10,12,18,2026-01-19,101,Completed,Saudia,Saudi Arabia,276,LAX,Los Angeles International Airport,Los Angeles,USA,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,LAX → MAD
2179,309,593,2026-09-07,Economy,37A,347.9,Cancelled,16,14,13,2026-10-17,623,Scheduled,American Airlines,USA,65,YYZ,Toronto Pearson International Airport,Toronto,Canada,ORD,O'Hare International Airport,Chicago,USA,YYZ → ORD
2180,425,174,2026-06-12,Economy,34A,584.22,Cancelled,12,17,12,2026-12-02,220,Scheduled,Iberia,Spain,388,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,LAX,Los Angeles International Airport,Los Angeles,USA,SYD → LAX
2181,413,184,2026-07-08,Economy,7C,398.26,Confirmed,8,19,8,2026-09-21,567,Cancelled,KLM,Netherlands,170,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,CDG,Charles de Gaulle Airport,Paris,France,RUH → CDG
2182,433,369,2026-01-22,Business,19C,1569.87,Confirmed,9,9,19,2026-06-13,587,Completed,Etihad Airways,UAE,469,FRA,Frankfurt Airport,Frankfurt,Germany,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,FRA → RUH
2183,460,592,2026-01-24,Economy,23F,1023.49,Confirmed,13,3,12,2026-01-26,407,Completed,Singapore Airlines,Singapore,298,DXB,Dubai International Airport,Dubai,UAE,LAX,Los Angeles International Airport,Los Angeles,USA,DXB → LAX
2184,221,328,2026-08-24,Economy,38C,850.11,Completed,9,13,9,2026-11-23,640,Scheduled,Etihad Airways,UAE,469,ORD,O'Hare International Airport,Chicago,USA,FRA,Frankfurt Airport,Frankfurt,Germany,ORD → FRA
2185,438,851,2025-11-16,Economy,1A,510.75,Confirmed,2,17,9,2026-03-16,900,Cancelled,Emirates,UAE,78,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,FRA,Frankfurt Airport,Frankfurt,Germany,SYD → FRA
2186,372,649,2026-03-08,Premium Economy,31C,319.49,Cancelled,18,10,12,2026-03-19,744,Scheduled,United Airlines,USA,434,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LAX,Los Angeles International Airport,Los Angeles,USA,AMS → LAX
2187,441,859,2026-06-24,Business,11B,704.48,Confirmed,12,6,17,2026-09-27,171,Delayed,Iberia,Spain,388,IST,Istanbul Airport,Istanbul,Turkey,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,IST → SYD
2188,149,78,2025-12-10,Business,4E,304.14,Completed,11,14,20,2026-01-02,337,Completed,Royal Jordanian,Jordan,231,YYZ,Toronto Pearson International Airport,Toronto,Canada,AMM,Queen Alia International Airport,Amman,Jordan,YYZ → AMM
2189,298,183,2026-05-03,First Class,8F,865.45,Confirmed,2,19,15,2026-05-09,492,Completed,Emirates,UAE,78,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,SIN,Singapore Changi Airport,Singapore,Singapore,RUH → SIN
2190,395,767,2025-11-25,Economy,17F,543.02,Confirmed,17,1,5,2026-01-01,198,Completed,Delta Airlines,USA,216,CAI,Cairo International Airport,Cairo,Egypt,DOH,Hamad International Airport,Doha,Qatar,CAI → DOH
2191,286,475,2025-12-13,Premium Economy,22D,545.17,Confirmed,16,7,5,2026-03-03,881,Completed,American Airlines,USA,65,LHR,Heathrow Airport,London,UK,DOH,Hamad International Airport,Doha,Qatar,LHR → DOH
2192,483,528,2026-04-29,Economy,5E,142.85,Confirmed,18,10,18,2026-07-15,316,Scheduled,United Airlines,USA,434,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,AMS → MAD
2193,479,643,2026-01-08,Economy,16D,771.64,Confirmed,12,6,5,2026-05-29,797,Completed,Iberia,Spain,388,IST,Istanbul Airport,Istanbul,Turkey,DOH,Hamad International Airport,Doha,Qatar,IST → DOH
2194,317,636,2025-12-15,Economy,5E,167.7,Confirmed,9,16,10,2026-06-11,263,Delayed,Etihad Airways,UAE,469,BKK,Suvarnabhumi Airport,Bangkok,Thailand,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BKK → AMS
2195,381,894,2026-08-19,Economy,33B,910.44,Cancelled,17,11,14,2026-12-29,284,Delayed,Delta Airlines,USA,216,JFK,John F. Kennedy International Airport,New York,USA,YYZ,Toronto Pearson International Airport,Toronto,Canada,JFK → YYZ
2196,498,591,2026-03-04,Economy,29F,937.57,Confirmed,17,13,1,2026-05-06,76,Cancelled,Delta Airlines,USA,216,ORD,O'Hare International Airport,Chicago,USA,CAI,Cairo International Airport,Cairo,Egypt,ORD → CAI
2197,81,564,2026-03-11,Business,13E,710.74,Confirmed,10,11,4,2026-06-08,801,Cancelled,Saudia,Saudi Arabia,276,JFK,John F. Kennedy International Airport,New York,USA,AUH,Zayed International Airport,Abu Dhabi,UAE,JFK → AUH
2198,75,210,2026-06-01,Business,26F,517.59,Confirmed,4,15,18,2026-08-26,479,Cancelled,Turkish Airlines,Turkey,314,SIN,Singapore Changi Airport,Singapore,Singapore,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,SIN → MAD
2199,256,791,2026-03-20,Premium Economy,3F,813.58,Confirmed,15,10,3,2026-03-21,677,Completed,Qantas,Australia,324,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DXB,Dubai International Airport,Dubai,UAE,AMS → DXB
2200,427,22,2026-05-07,Premium Economy,28D,328.78,Cancelled,16,5,16,2026-07-26,189,Scheduled,American Airlines,USA,65,DOH,Hamad International Airport,Doha,Qatar,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DOH → BKK
2201,206,542,2026-03-25,Business,11B,2436.54,Confirmed,9,13,8,2026-08-13,331,Scheduled,Etihad Airways,UAE,469,ORD,O'Hare International Airport,Chicago,USA,CDG,Charles de Gaulle Airport,Paris,France,ORD → CDG
2202,496,872,2026-03-11,First Class,35B,3029.4,Completed,19,2,13,2026-03-18,856,Delayed,Ryanair,Ireland,227,HBE,Borg El Arab International Airport,Alexandria,Egypt,ORD,O'Hare International Airport,Chicago,USA,HBE → ORD
2203,432,191,2026-10-16,Economy,9D,926.03,Cancelled,13,14,20,2026-12-13,617,Scheduled,Singapore Airlines,Singapore,298,YYZ,Toronto Pearson International Airport,Toronto,Canada,AMM,Queen Alia International Airport,Amman,Jordan,YYZ → AMM
2204,304,461,2026-07-20,Economy,3A,503.08,Confirmed,11,5,17,2026-10-09,640,Scheduled,Royal Jordanian,Jordan,231,DOH,Hamad International Airport,Doha,Qatar,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,DOH → SYD
2205,187,679,2026-01-27,Economy,31F,560.17,Confirmed,2,19,6,2026-05-27,817,Completed,Emirates,UAE,78,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,IST,Istanbul Airport,Istanbul,Turkey,RUH → IST
2206,153,205,2026-08-17,First Class,35E,1361.01,Confirmed,3,8,18,2026-12-09,777,Scheduled,Qatar Airways,Qatar,393,CDG,Charles de Gaulle Airport,Paris,France,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,CDG → MAD
2207,230,702,2026-02-28,Business,35D,1332.05,Confirmed,11,20,10,2026-06-17,553,Scheduled,Royal Jordanian,Jordan,231,AMM,Queen Alia International Airport,Amman,Jordan,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMM → AMS
2208,463,690,2026-04-07,Economy,37A,261.72,Cancelled,11,12,1,2026-05-24,528,Scheduled,Royal Jordanian,Jordan,231,LAX,Los Angeles International Airport,Los Angeles,USA,CAI,Cairo International Airport,Cairo,Egypt,LAX → CAI
2209,331,642,2026-01-29,Economy,36C,67.32,Confirmed,10,4,6,2026-05-20,847,Completed,Saudia,Saudi Arabia,276,AUH,Zayed International Airport,Abu Dhabi,UAE,IST,Istanbul Airport,Istanbul,Turkey,AUH → IST
2210,226,55,2025-10-08,First Class,40B,1981.47,Confirmed,13,1,15,2026-02-05,691,Cancelled,Singapore Airlines,Singapore,298,CAI,Cairo International Airport,Cairo,Egypt,SIN,Singapore Changi Airport,Singapore,Singapore,CAI → SIN
2211,463,174,2026-06-06,Economy,5C,523.29,Cancelled,12,17,12,2026-12-02,220,Scheduled,Iberia,Spain,388,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,LAX,Los Angeles International Airport,Los Angeles,USA,SYD → LAX
2212,206,490,2026-02-17,Economy,3A,358.55,Completed,5,8,4,2026-06-15,286,Completed,Lufthansa,Germany,145,CDG,Charles de Gaulle Airport,Paris,France,AUH,Zayed International Airport,Abu Dhabi,UAE,CDG → AUH
2213,72,809,2025-11-09,Economy,21D,199.76,Completed,17,2,3,2026-02-06,354,Scheduled,Delta Airlines,USA,216,HBE,Borg El Arab International Airport,Alexandria,Egypt,DXB,Dubai International Airport,Dubai,UAE,HBE → DXB
2214,204,159,2026-02-04,Economy,13D,438.36,Completed,6,8,11,2026-06-03,403,Completed,British Airways,UK,272,CDG,Charles de Gaulle Airport,Paris,France,JFK,John F. Kennedy International Airport,New York,USA,CDG → JFK
2215,397,280,2026-06-16,Economy,39C,870.51,Confirmed,8,10,2,2026-07-01,658,Completed,KLM,Netherlands,170,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HBE,Borg El Arab International Airport,Alexandria,Egypt,AMS → HBE
2216,380,495,2026-08-07,Premium Economy,27B,511.22,Confirmed,8,17,20,2026-11-09,319,Cancelled,KLM,Netherlands,170,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AMM,Queen Alia International Airport,Amman,Jordan,SYD → AMM
2217,411,51,2026-06-28,Economy,37E,563.42,Cancelled,7,7,14,2026-08-24,423,Scheduled,Air France,France,300,LHR,Heathrow Airport,London,UK,YYZ,Toronto Pearson International Airport,Toronto,Canada,LHR → YYZ
2218,351,644,2025-12-23,Economy,11A,229.36,Confirmed,5,18,15,2026-04-23,407,Scheduled,Lufthansa,Germany,145,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,SIN,Singapore Changi Airport,Singapore,Singapore,MAD → SIN
2219,131,511,2026-08-05,Premium Economy,5B,501.19,Confirmed,20,15,7,2026-11-09,479,Delayed,Air Canada,Canada,179,SIN,Singapore Changi Airport,Singapore,Singapore,LHR,Heathrow Airport,London,UK,SIN → LHR
2220,462,460,2026-03-05,Business,38E,925.94,Confirmed,3,16,9,2026-07-03,79,Cancelled,Qatar Airways,Qatar,393,BKK,Suvarnabhumi Airport,Bangkok,Thailand,FRA,Frankfurt Airport,Frankfurt,Germany,BKK → FRA
2221,479,43,2025-10-10,Business,17B,1398.6,Confirmed,17,1,7,2026-01-13,700,Completed,Delta Airlines,USA,216,CAI,Cairo International Airport,Cairo,Egypt,LHR,Heathrow Airport,London,UK,CAI → LHR
2222,233,291,2026-01-30,First Class,14D,4283.7,Confirmed,16,3,13,2026-06-06,801,Completed,American Airlines,USA,65,DXB,Dubai International Airport,Dubai,UAE,ORD,O'Hare International Airport,Chicago,USA,DXB → ORD
2223,273,687,2026-05-27,Business,16F,1467.93,Completed,3,8,5,2026-07-03,584,Completed,Qatar Airways,Qatar,393,CDG,Charles de Gaulle Airport,Paris,France,DOH,Hamad International Airport,Doha,Qatar,CDG → DOH
2224,167,133,2026-01-30,Economy,15D,538.52,Confirmed,2,3,13,2026-05-10,83,Cancelled,Emirates,UAE,78,DXB,Dubai International Airport,Dubai,UAE,ORD,O'Hare International Airport,Chicago,USA,DXB → ORD
2225,287,404,2025-11-28,Business,5E,1117.74,Cancelled,18,7,5,2026-03-06,624,Cancelled,United Airlines,USA,434,LHR,Heathrow Airport,London,UK,DOH,Hamad International Airport,Doha,Qatar,LHR → DOH
2226,444,135,2026-09-14,Economy,20B,623.88,Confirmed,14,5,4,2026-11-25,160,Completed,Thai Airways,Thailand,274,DOH,Hamad International Airport,Doha,Qatar,AUH,Zayed International Airport,Abu Dhabi,UAE,DOH → AUH
2227,446,365,2025-09-13,Economy,21F,512.02,Cancelled,1,7,2,2026-01-12,774,Cancelled,EgyptAir,Egypt,139,LHR,Heathrow Airport,London,UK,HBE,Borg El Arab International Airport,Alexandria,Egypt,LHR → HBE
2228,54,769,2025-12-04,Economy,14A,555.55,Confirmed,13,11,20,2026-04-30,465,Cancelled,Singapore Airlines,Singapore,298,JFK,John F. Kennedy International Airport,New York,USA,AMM,Queen Alia International Airport,Amman,Jordan,JFK → AMM
2229,101,118,2026-05-12,Premium Economy,30A,370.14,Confirmed,8,10,5,2026-07-31,808,Completed,KLM,Netherlands,170,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DOH,Hamad International Airport,Doha,Qatar,AMS → DOH
2230,65,144,2026-08-10,Economy,14A,349.55,Confirmed,13,11,3,2026-08-25,117,Cancelled,Singapore Airlines,Singapore,298,JFK,John F. Kennedy International Airport,New York,USA,DXB,Dubai International Airport,Dubai,UAE,JFK → DXB
2231,321,844,2026-01-28,Business,5B,1339.04,Confirmed,3,15,18,2026-05-09,225,Completed,Qatar Airways,Qatar,393,SIN,Singapore Changi Airport,Singapore,Singapore,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,SIN → MAD
2232,32,862,2026-10-09,Premium Economy,22C,600.39,Confirmed,16,7,4,2026-12-21,316,Completed,American Airlines,USA,65,LHR,Heathrow Airport,London,UK,AUH,Zayed International Airport,Abu Dhabi,UAE,LHR → AUH
2233,398,461,2026-06-26,First Class,27B,936.44,Confirmed,11,5,17,2026-10-09,640,Scheduled,Royal Jordanian,Jordan,231,DOH,Hamad International Airport,Doha,Qatar,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,DOH → SYD
2234,140,951,2026-02-09,Economy,25B,214.32,Cancelled,18,7,9,2026-05-22,110,Delayed,United Airlines,USA,434,LHR,Heathrow Airport,London,UK,FRA,Frankfurt Airport,Frankfurt,Germany,LHR → FRA
2235,423,230,2026-02-14,Business,39E,1099.68,Confirmed,5,1,4,2026-05-26,113,Delayed,Lufthansa,Germany,145,CAI,Cairo International Airport,Cairo,Egypt,AUH,Zayed International Airport,Abu Dhabi,UAE,CAI → AUH
2236,414,507,2026-08-03,Business,20C,1174.84,Confirmed,11,11,14,2026-12-22,85,Completed,Royal Jordanian,Jordan,231,JFK,John F. Kennedy International Airport,New York,USA,YYZ,Toronto Pearson International Airport,Toronto,Canada,JFK → YYZ
2237,178,916,2026-06-07,Business,9F,1064.81,Cancelled,20,2,18,2026-08-09,151,Completed,Air Canada,Canada,179,HBE,Borg El Arab International Airport,Alexandria,Egypt,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,HBE → MAD
2238,165,459,2025-09-03,Premium Economy,38D,1081.25,Confirmed,15,6,16,2026-01-25,742,Completed,Qantas,Australia,324,IST,Istanbul Airport,Istanbul,Turkey,BKK,Suvarnabhumi Airport,Bangkok,Thailand,IST → BKK
2239,441,633,2026-12-14,Economy,19B,841.85,Confirmed,18,17,9,2026-12-16,831,Delayed,United Airlines,USA,434,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,FRA,Frankfurt Airport,Frankfurt,Germany,SYD → FRA
2240,160,854,2025-07-28,First Class,33E,2253.9,Confirmed,13,1,5,2026-01-14,724,Cancelled,Singapore Airlines,Singapore,298,CAI,Cairo International Airport,Cairo,Egypt,DOH,Hamad International Airport,Doha,Qatar,CAI → DOH
2241,430,523,2025-12-20,Premium Economy,16A,812.45,Cancelled,3,3,15,2026-04-14,109,Scheduled,Qatar Airways,Qatar,393,DXB,Dubai International Airport,Dubai,UAE,SIN,Singapore Changi Airport,Singapore,Singapore,DXB → SIN
2242,34,946,2025-08-11,First Class,16F,3210.69,Confirmed,1,7,12,2026-01-05,150,Cancelled,EgyptAir,Egypt,139,LHR,Heathrow Airport,London,UK,LAX,Los Angeles International Airport,Los Angeles,USA,LHR → LAX
2243,323,211,2025-11-23,First Class,17A,653.12,Completed,8,15,8,2026-05-22,621,Completed,KLM,Netherlands,170,SIN,Singapore Changi Airport,Singapore,Singapore,CDG,Charles de Gaulle Airport,Paris,France,SIN → CDG
2244,181,277,2026-09-09,First Class,24A,405.08,Confirmed,5,17,4,2026-09-15,282,Scheduled,Lufthansa,Germany,145,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AUH,Zayed International Airport,Abu Dhabi,UAE,SYD → AUH
2245,227,18,2026-01-15,Premium Economy,7E,537.47,Completed,10,12,18,2026-01-19,101,Completed,Saudia,Saudi Arabia,276,LAX,Los Angeles International Airport,Los Angeles,USA,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,LAX → MAD
2246,183,31,2026-05-04,Economy,15F,396.33,Confirmed,12,9,13,2026-07-03,841,Scheduled,Iberia,Spain,388,FRA,Frankfurt Airport,Frankfurt,Germany,ORD,O'Hare International Airport,Chicago,USA,FRA → ORD
2247,238,104,2026-01-04,Economy,15C,330.71,Confirmed,16,7,20,2026-01-13,460,Delayed,American Airlines,USA,65,LHR,Heathrow Airport,London,UK,AMM,Queen Alia International Airport,Amman,Jordan,LHR → AMM
2248,36,496,2026-10-13,Economy,20F,843.4,Confirmed,20,15,9,2026-12-26,176,Delayed,Air Canada,Canada,179,SIN,Singapore Changi Airport,Singapore,Singapore,FRA,Frankfurt Airport,Frankfurt,Germany,SIN → FRA
2249,311,92,2026-02-20,Premium Economy,35B,722.26,Confirmed,9,2,20,2026-06-13,535,Scheduled,Etihad Airways,UAE,469,HBE,Borg El Arab International Airport,Alexandria,Egypt,AMM,Queen Alia International Airport,Amman,Jordan,HBE → AMM
2250,142,334,2026-05-04,Economy,36D,226.96,Confirmed,1,12,19,2026-08-29,536,Cancelled,EgyptAir,Egypt,139,LAX,Los Angeles International Airport,Los Angeles,USA,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,LAX → RUH
2251,138,824,2026-03-25,Economy,22E,869.1,Confirmed,5,4,13,2026-07-08,876,Scheduled,Lufthansa,Germany,145,AUH,Zayed International Airport,Abu Dhabi,UAE,ORD,O'Hare International Airport,Chicago,USA,AUH → ORD
2252,38,154,2026-06-02,Premium Economy,11C,1123.77,Confirmed,20,17,16,2026-06-17,791,Scheduled,Air Canada,Canada,179,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,BKK,Suvarnabhumi Airport,Bangkok,Thailand,SYD → BKK
2253,358,200,2026-01-23,Economy,32B,894.08,Confirmed,5,4,6,2026-06-19,292,Delayed,Lufthansa,Germany,145,AUH,Zayed International Airport,Abu Dhabi,UAE,IST,Istanbul Airport,Istanbul,Turkey,AUH → IST
2254,332,520,2026-04-10,Premium Economy,1B,1121.35,Cancelled,18,4,20,2026-08-10,549,Delayed,United Airlines,USA,434,AUH,Zayed International Airport,Abu Dhabi,UAE,AMM,Queen Alia International Airport,Amman,Jordan,AUH → AMM
2255,306,419,2025-09-01,Economy,38F,985.54,Confirmed,7,19,14,2026-01-03,576,Scheduled,Air France,France,300,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,YYZ,Toronto Pearson International Airport,Toronto,Canada,RUH → YYZ
2256,301,121,2026-05-26,Economy,22B,116.39,Cancelled,12,5,20,2026-07-01,261,Cancelled,Iberia,Spain,388,DOH,Hamad International Airport,Doha,Qatar,AMM,Queen Alia International Airport,Amman,Jordan,DOH → AMM
2257,444,713,2026-05-14,Business,22F,414.68,Confirmed,11,8,17,2026-07-04,339,Delayed,Royal Jordanian,Jordan,231,CDG,Charles de Gaulle Airport,Paris,France,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,CDG → SYD
2258,308,53,2026-02-16,Business,8F,1146.48,Confirmed,2,1,17,2026-05-31,563,Cancelled,Emirates,UAE,78,CAI,Cairo International Airport,Cairo,Egypt,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,CAI → SYD
2259,265,146,2026-05-13,First Class,35D,2901.21,Completed,12,18,19,2026-10-26,751,Cancelled,Iberia,Spain,388,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,MAD → RUH
2260,42,795,2026-05-06,Premium Economy,5E,1123.0,Confirmed,6,9,16,2026-07-14,746,Scheduled,British Airways,UK,272,FRA,Frankfurt Airport,Frankfurt,Germany,BKK,Suvarnabhumi Airport,Bangkok,Thailand,FRA → BKK
2261,489,904,2025-11-03,Economy,35D,269.27,Completed,10,17,11,2026-03-18,687,Scheduled,Saudia,Saudi Arabia,276,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,JFK,John F. Kennedy International Airport,New York,USA,SYD → JFK
2262,411,197,2025-10-04,Premium Economy,25B,218.35,Completed,13,20,17,2026-03-09,676,Cancelled,Singapore Airlines,Singapore,298,AMM,Queen Alia International Airport,Amman,Jordan,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AMM → SYD
2263,404,867,2026-10-24,Premium Economy,17A,475.43,Confirmed,6,15,12,2026-11-03,80,Scheduled,British Airways,UK,272,SIN,Singapore Changi Airport,Singapore,Singapore,LAX,Los Angeles International Airport,Los Angeles,USA,SIN → LAX
